OID|ACCT_TYPE|NAME|TOTAL|PAST_DUE_90|PAST_DUE_180|LIQUIDATED|RPT_ID
71223|102|All Other Accounts|4600||||538772
71224|101|UNITED BROTHERHOOD OF CARPENTERS|13928|0|0|0|538773
71225|101|NORTHERN CALIFORNIA CARPENTERS REGIONAL COUNCIL|69089|0|0|0|538773
71226|101|CARPENTERS TRAING COMMITTEE|11846|0|0|0|538773
71227|101|BUILDING & CONSTRUCTION TRADE|9311|0|0|0|538773
71228|102|All Other Accounts|3884|0|0|0|538773
71234|101|AT & T|144||||538929
71235|101|Griselda B Ramos|50||||538929
71236|101|Visa Business Card|1834||||538929
71237|102|All Other Accounts|||||538929
71238|101|Communication Workers of America|7303||||538962
71239|102|All Other Accounts|16456||||538962
71240|101|Accounts Payable|24545||||538970
71241|101|Dues Payable to International Union|45355||||538970
71242|101|Payroll Liabilities|6531||||538970
71243|102|All Other Accounts|||||538970
71248|102|All Other Accounts|194692||||539101
71249|102|All Other Accounts|195115||||539118
71251|101|N/A|0|0|0|0|539233
71252|102|All Other Accounts|0|0|0|0|539233
71253|101|VARIOUS|69908|0|0|0|539250
71254|102|All Other Accounts|||||539250
71255|102|All Other Accounts|||||539260
71257|101|MI BAC Benefits Fund|21708||||539293
71258|101|International Union of BAC|3354||||539293
71259|101|LOEP Fund|9114||||539293
71260|102|All Other Accounts|10226||||539293
71261|101|COMMUNICATION WORKERS OF AMERICA|2473||||539308
71262|102|All Other Accounts|||||539308
71263|102|All Other Accounts|||||539309
71264|102|All Other Accounts|0|0|0|0|539319
71265|102|All Other Accounts|0|0|0|0|539341
71266|102|All Other Accounts|||||539374
71267|101|Communication Workers of America|14864|0|0|0|539377
71268|102|All Other Accounts|1922|0|0|0|539377
71269|102|All Other Accounts|||||539379
71270|102|All Other Accounts|19063||||539386
71271|102|All Other Accounts|469957||||539390
71272|102|All Other Accounts|0|0|0|0|539421
71273|101|TRADE ACCOUNTS PAYABLE|42186||||539431
71274|102|All Other Accounts|||||539431
71275|102|All Other Accounts|0|0|0|0|539465
71276|102|All Other Accounts|0|0|0|0|539580
71277|102|All Other Accounts|0|0|0|0|539687
71279|101|n/a|0|0|0|0|539767
71280|102|All Other Accounts|0|0|0|0|539767
71281|102|All Other Accounts|0|0|0|0|539773
71282|102|All Other Accounts|0|0|0|0|539774
71283|101|Federal & State payroll taxes payable|4635||||539791
71284|102|All Other Accounts|||||539791
71285|102|All Other Accounts|0|0|0|0|539812
71286|101|OPEIU-INTERNATIONAL 10-31-2013 PER CAPITA TAX|82192|0|0|0|539833
71287|102|All Other Accounts|0|0|0|0|539833
71288|101|DECEMBER PERCAPITA PAID IN JANUARY UAW|43505||||539865
71289|101|DECEMBER PERCAPITA PIAD IN JANUARY CAP COUNCIL|2606||||539865
71290|101|DECEMBER PERCAPITA PAID IN JANUARY AFL-CIO|420||||539865
71291|102|All Other Accounts|0||||539865
71292|101|Payroll Taxes|1624||||539875
71293|101|Per Capita Tax to AFL CIO|1343||||539875
71294|101|Due to Affiliate|9079||||539875
71295|102|All Other Accounts|||||539875
71296|102|All Other Accounts|||||540070
71297|102|All Other Accounts|410827|0|0|0|540101
71298|102|All Other Accounts|0|0|0|0|540149
71299|102|All Other Accounts|0|0|0|0|540178
71300|102|All Other Accounts|0|0|0|0|540180
71301|102|All Other Accounts|||||540183
71302|102|All Other Accounts|||||540184
71303|102|All Other Accounts|||||540185
71304|102|All Other Accounts|||||540220
71305|102|All Other Accounts|0|0|0|0|540259
71310|102|All Other Accounts|||||540351
71311|102|All Other Accounts|13255|0|0|0|540371
71312|101|INTERNATIONAL UNION UAW|415897||514897||540387
71313|101|REGION 1 CAP|9981||9981||540387
71314|101|MICHIGAN CAP|9981||9981||540387
71315|102|All Other Accounts|||||540387
71316|102|All Other Accounts|0|0|0|0|540403
71317|101|PER CAPITA PAYABLE|15317|0|0|0|540505
71318|102|All Other Accounts|||||540505
71319|102|All Other Accounts|||||540526
71320|102|All Other Accounts|0|0|0|0|540547
71321|102|All Other Accounts|||||540551
71322|101|AFSCME|87068||||540552
71323|101|LOCALS|30680||||540552
71324|102|All Other Accounts|13448||||540552
71325|102|All Other Accounts|||||540578
71326|102|All Other Accounts|0|0|0|0|540592
71328|102|All Other Accounts|0|0|0|0|540620
71329|101|affliate to VA postal workers union|3834|3834|||540632
71330|101|tax and others|1585|1585|||540632
71331|101|credit card : wells fargo|5000|5000|||540632
71332|102|All Other Accounts|||||540632
71333|101|None|0|0|0|0|540652
71334|102|All Other Accounts|||||540652
71335|102|All Other Accounts|||||540681
71336|102|All Other Accounts|9916||||540746
71337|102|All Other Accounts|||||540754
71340|102|All Other Accounts|0||||540858
71341|102|All Other Accounts|||||540884
71342|102|All Other Accounts|||||540892
71343|102|All Other Accounts|||||540906
71344|102|All Other Accounts|||||540956
71345|102|All Other Accounts|||||540958
71346|102|All Other Accounts||||0|540965
71347|102|All Other Accounts|||||540978
71348|102|All Other Accounts|0|0|0|0|540988
71349|102|All Other Accounts|||||541013
71350|102|All Other Accounts|||||541017
71351|101|Bricklayers International Union|11351||||541019
71352|102|All Other Accounts|0|0|0|0|541019
71353|101|CREDIT CARDS PAYABLE|2446|0|0|0|541024
71354|102|All Other Accounts|0|0|0|0|541024
71355|102|All Other Accounts|||||541026
71356|101|IRS WITHHOLDING|4640||||541032
71357|101|LOCAL TAX BERKHEIMER|401||||541032
71358|101|PAUC|217||||541032
71359|102|All Other Accounts|||||541032
71360|101|NONE|0|0|0|0|541057
71361|102|All Other Accounts|0|0|0|0|541057
71362|101|City of Hartford - real estate taxes|12293||||541065
71363|102|All Other Accounts|0|0|0|0|541065
71364|102|All Other Accounts|||||541069
71365|102|All Other Accounts|0|0|0|0|541082
71366|102|All Other Accounts|10866||||541101
71367|101|Payable to National Pension & Vacation|73948||||541104
71368|102|All Other Accounts|12224||||541104
71369|101|NONE|0|0|0|0|541182
71370|102|All Other Accounts|||||541182
71371|102|All Other Accounts|||||541230
71372|101|AFFILIATION DUES PAYABLE|69246||||541232
71373|101|ACCOUNTS PAYABLES|236332||||541232
71374|102|All Other Accounts|||||541232
71375|102|All Other Accounts|15955||||541245
71376|101|N/A|0|0|0|0|541258
71377|102|All Other Accounts|0|0|0|0|541258
71378|102|All Other Accounts|0|0|0|0|541259
71379|101|PAYROLL LIABILITIES|3094|0|0|0|541265
71380|102|All Other Accounts|||||541265
71381|102|All Other Accounts|0|0|0|0|541268
71382|101|SWEET HOME SCHOOL DIST(PD OUT OF ESCROW OCT 13) |5454||||541284
71383|102|All Other Accounts|10301|0|0|0|541284
71384|102|All Other Accounts|25558||||541286
71385|102|All Other Accounts|97212|0|0|0|541361
71386|101|n/a|0|0|0|0|541363
71387|102|All Other Accounts|0|0|0|0|541363
71388|102|All Other Accounts|2944||||541372
71389|102|All Other Accounts|0|0|0|0|541377
71390|101|INT'L BROTHERHOOD OF TEAMSTERS-PER CAPITA|20630|0|0|0|541400
71391|101|JOINT COUNSEL OF TEAMSTERS-PER CAPITA TAX|2254|0|0|0|541400
71392|101|UNION TRAVEL MASTERCARD|8796|0|0|0|541400
71393|101|INDIANA AND MICHIGAN ELECTRIC|384|0|0|0|541400
71394|101|VERIZON AND AT & T|584|0|0|0|541400
71395|101|MISCELLABEOUS|271|0|0|0|541400
71396|102|All Other Accounts|0|0|0|0|541400
71397|101|International Union United Auto - PCT 11/2013|13149|0|0|0|541417
71398|101|Retired Worker Council -PCT Nov. 2013|5|0|0|0|541417
71399|101|UAW WI State CAP Council -Nov. 2013|784|0|0|0|541417
71400|101|International Union United Auto-PCT 12/2013|13295|0|0|0|541417
71401|101|Retired Worker Council- Dec. 2013|5|0|0|0|541417
71402|101|UAW WI State CAP Council PCT-Dec. 2013|798|0|0|0|541417
71403|102|All Other Accounts|0|0|0|0|541417
71405|102|All Other Accounts|1393||||541464
71406|101|N/A|0|0|0|0|541494
71407|102|All Other Accounts|3044||||541494
71408|102|All Other Accounts|||||541510
71409|102|All Other Accounts|0|0|0|0|541511
71410|101|International Brotherhood of Teamsters|72540||||541515
71411|101|Central States Pension Fund|15439||||541515
71412|101|Central States Health and Welfare Fund|14419||||541515
71413|101|Indiana Teamsters Pension Fund|5753||||541515
71414|101|Teamsters Joint Council #25|7452||||541515
71415|101|Crown Plaza|17790||||541515
71416|102|All Other Accounts|20132||||541515
71417|102|All Other Accounts|||||541540
71419|101|None|0|0|0|0|541566
71420|102|All Other Accounts|0|0|0|0|541566
71421|101|Indiana MI Power|325||||541571
71422|101|Semco|400||||541571
71423|101|Frontier|197||||541571
71424|101|Professional Touch|2026||||541571
71425|101|UAW MI Cap PCT|520||||541571
71426|101|UAW Region 1D PCT|585||||541571
71427|101|International UAW PCT|22553||||541571
71428|102|All Other Accounts|||||541571
71430|102|All Other Accounts|0|0|0|0|541603
71431|102|All Other Accounts|||||541611
71432|101|NONE|0|0|0|0|541653
71433|102|All Other Accounts|9798|0|0|0|541653
71434|102|All Other Accounts|1317173|0|0|0|541680
71440|102|All Other Accounts|0|0|0|0|541684
71443|101|Louisville Gas & Electric|10389|0|0|0|541686
71444|101|Time Warner Cable|101|0|0|0|541686
71445|101|AT&T|343|0|0|0|541686
71446|101|National Integrated|27934|0|0|0|541686
71447|101|UAW International Union Per Capita Dues|218011|0|0|0|541686
71448|101|UAW Region 8 CAP Council|12997|0|0|0|541686
71449|101|Retiree Area 12 Council|252|0|0|0|541686
71450|101|AFL-CIO |5084|0|0|0|541686
71451|102|All Other Accounts|||||541686
71452|101|United Brotherhood of Carpenters|99042|0|0|0|541687
71453|102|All Other Accounts|0|0|0|0|541687
71454|101|None|0|0|0|0|541734
71455|102|All Other Accounts|||||541734
71456|101|none|0|0|0|0|541763
71457|102|All Other Accounts|0|0|0|0|541763
71458|101|JOINT COUNCIL 10 SEVERANCE|82191||||541785
71459|101|LOCAL 633 PAYROLL REIMBURSEMENT|5381||||541785
71460|101|DUMONT MORRIS AND BURKE|10745||||541785
71461|102|All Other Accounts|12608||||541785
71462|102|All Other Accounts|0|0|0|0|541795
71463|102|All Other Accounts|0|0|0|0|541815
71464|102|All Other Accounts|52623||||541825
71465|101|International union UAW|16777||||541826
71466|101|Region 2B PCT|812||||541826
71467|102|All Other Accounts|||||541826
71468|102|All Other Accounts|922||||541827
71469|101|TAXES|3364|0|0|0|541828
71470|101|OTHER PAYABLE - VARIOUS|1030|0|0|0|541828
71471|102|All Other Accounts|0|0|0|0|541828
71472|101|Employees (Accumulated Vacations)|8675|0|0|0|541847
71473|101|State Income Tax Withheld (7%)|1505|0|0|0|541847
71474|101|Vanessa Marzan (Attourney)|2701|0|0|0|541847
71475|101|Plan Bienestar UTM-PRSSA|2800|0|0|0|541847
71476|101|Banco Popular de Puerto Rico|7418|0|0|0|541847
71477|102|All Other Accounts|||||541847
71478|101|0|0|0|0|0|541924
71479|102|All Other Accounts|0|0|0|0|541924
71480|101|GENERAL ACCOUNTS PAYABLE|60408|0|0|0|541945
71481|102|All Other Accounts|60408|0|0|0|541945
71482|102|All Other Accounts|||||541957
71483|102|All Other Accounts|||||541968
71484|102|All Other Accounts|||||542021
71485|102|All Other Accounts|229843|0|0|0|542024
71486|102|All Other Accounts|||||542026
71487|102|All Other Accounts|0|0|0|0|542027
71488|102|All Other Accounts||||0|542066
71489|102|All Other Accounts|0|0|0|0|542076
71490|101|DUE TO IBEW|24731||||542090
71491|101|DUE TO VENDORS|24369||||542090
71492|102|All Other Accounts|||||542090
71493|102|All Other Accounts|0|0|0|0|542114
71496|102|All Other Accounts|1108|0|0|0|542190
71497|101|NONE|0|0|0|0|542192
71498|102|All Other Accounts|0|0|0|0|542192
71501|102|All Other Accounts|0||||542223
71502|102|All Other Accounts|17828||||542224
71503|102|All Other Accounts|||||542230
71504|102|All Other Accounts||||0|542246
71505|102|All Other Accounts|||||542272
71506|102|All Other Accounts|0|0|0|0|542276
71508|101|TRADE|13369||||542314
71509|101|PAYROLL TAXES|3156||||542314
71510|102|All Other Accounts|||||542314
71511|101|Per Capita Taxes|41479|0|0|0|542316
71512|101|Utilities, Property Taxes, supplies, etc|14546|0|0|0|542316
71513|102|All Other Accounts|||||542316
71514|102|All Other Accounts|28356||||542321
71515|102|All Other Accounts|||||542330
71516|102|All Other Accounts|23481||||542332
71517|102|All Other Accounts|3133|0|0|0|542347
71518|101|NONE|0|0|0|0|542368
71519|102|All Other Accounts|0|0|0|0|542368
71520|102|All Other Accounts|50575||||542382
71521|102|All Other Accounts|||||542387
71522|101|NONE|0|0|0|0|542392
71523|102|All Other Accounts|0|0|0|0|542392
71524|102|All Other Accounts|||||542398
71525|101|UAW Region 8 Cap Counci Dues |112||||542399
71526|101|UAW Per Capita tax |1735||||542399
71527|102|All Other Accounts|||||542399
71528|102|All Other Accounts|4904|0|0|0|542442
71529|102|All Other Accounts|3702||||542445
71530|101|None|0|0|0|0|542451
71531|102|All Other Accounts|||||542451
71532|101|MD. ST. & DC. AFL-CIO PER CAPITA-DEC.2013|180|0|0|0|542456
71533|101|REGION 8 ACCOUNT-PER CAPITA|795|0|0|0|542456
71534|101|VERIZON`|185|0|0|0|542456
71535|101|BG&E |217|0|0|0|542456
71536|101|CARROLL HOME SERVICES|1019|0|0|0|542456
71537|101|INTERNATIONAL UNION- PER CAPITA|13255|0|0|0|542456
71538|101|MD. ST. & DC. AFL-CIO JAN.2014|182|0|0|0|542456
71539|102|All Other Accounts|0|0|0|0|542456
71540|101|Per Capita Taxes|13256||||542467
71541|101|Per Capita Taxes(CAP Council)|892||||542467
71542|101|Per Capita Taxes (Retiree Chapter)|129||||542467
71543|101|Raffle Expense|513||||542467
71544|101|Telephone|166||||542467
71545|101|Utilities|630||||542467
71546|101|Copier Lease|111||||542467
71547|102|All Other Accounts|0||||542467
71548|102|All Other Accounts|||||542471
71549|102|All Other Accounts|||||542472
71550|102|All Other Accounts|48626||||542473
71551|102|All Other Accounts|||||542483
71552|102|All Other Accounts|0|0|0|0|542504
71553|102|All Other Accounts|||||542510
71554|102|All Other Accounts|35280||||542512
71555|101|PER CAPITA TAX|25607|0|0|0|542523
71556|101|REFRESHMENTS|145|0|0|0|542523
71557|101|TELEPHONE|141|0|0|0|542523
71558|101|RENTAL OF BUILDING|1242|0|0|0|542523
71559|101|UTILITY|1243|0|0|0|542523
71560|102|All Other Accounts|||||542523
71561|102|All Other Accounts|3534|0|0|0|542543
71562|102|All Other Accounts|14182|0|0|0|542550
71564|102|All Other Accounts|104897|0|0|0|542589
71565|102|All Other Accounts|||||542610
71566|102|All Other Accounts|||||542615
71567|102|All Other Accounts|||||542632
71568|101|PER CAPITA TAX FOR DECEMBER 2013|162306||||542637
71569|102|All Other Accounts|||||542637
71570|102|All Other Accounts|10184||||542642
71571|101|International Union UAW|40368||||542643
71572|102|All Other Accounts|||||542643
71573|102|All Other Accounts|0|0|0|0|542650
71574|102|All Other Accounts|0|0|0|0|542684
71575|102|All Other Accounts|||||542699
71576|102|All Other Accounts|||||542700
71582|102|All Other Accounts|51601||||542721
71583|102|All Other Accounts|1325|0|0|0|542741
71584|101|Jefferson County Tax Assessor|9745|0|0|0|542744
71585|102|All Other Accounts|17095||||542744
71586|102|All Other Accounts|0|0|0|0|542750
71587|102|All Other Accounts|||||542752
71588|101|CENTRAL STATES PENSION FUND|22458|0|22458|0|542756
71589|102|All Other Accounts|||||542756
71591|102|All Other Accounts|||||542765
71592|101|NONE|0|0|0|0|542771
71593|102|All Other Accounts|0|0|0|0|542771
71594|102|All Other Accounts|89765||||542775
71595|101|Various|1072|0|0|0|542778
71596|102|All Other Accounts|0|0|0|0|542778
71597|102|All Other Accounts|19452||||542784
71598|102|All Other Accounts|0|0|0|0|542795
71599|101|0|0|0|0|0|542811
71600|102|All Other Accounts|0|0|0|0|542811
71601|102|All Other Accounts|||||542812
71602|102|All Other Accounts|34150|0|0|0|542815
71603|101|International Union Per Capita|115606||||542820
71604|101|UAW Region 5 Per Capita|8183||||542820
71605|102|All Other Accounts|||||542820
71606|101|OAKLAND COUNTY TREASURER|14176||14176||542822
71607|101|CITY OF PONTIAC TREASURER|11354|11354|||542822
71608|102|All Other Accounts|||||542822
71609|102|All Other Accounts|||||542825
71610|102|All Other Accounts|0|0|0|0|542846
71611|102|All Other Accounts|111623||||542857
71612|102|All Other Accounts|||||542886
71613|101|Miscellaneous|919|0|919|0|542897
71614|102|All Other Accounts|||||542897
71615|101| |||||542912
71616|102|All Other Accounts|15844||||542912
71617|102|All Other Accounts|||||542921
71618|102|All Other Accounts|||||542923
71619|101|LIUNA INTERNATIONAL DUES PAYABLE|19400|0|0|0|542931
71620|101|C & C DISTRICT COUNCIL DUES PAYABLE|2100|0|0|0|542931
71621|101|C & C FRING BENEFITS PAYABLE|11244|0|0|0|542931
71622|101|LIUNA PENSION PAYABLE|9880|0|0|0|542931
71623|101|FEDERATION PENSION PAYABLE|19372|0|0|0|542931
71624|101|VARIOUS VENDORS|7542||0|0|542931
71625|102|All Other Accounts|||||542931
71626|102|All Other Accounts|||||542935
71627|101|NONE|0|0|0|0|542937
71628|102|All Other Accounts|0|0|0|0|542937
71629|102|All Other Accounts|0|0|0|0|542970
71630|102|All Other Accounts|0|0|0|0|542980
71631|102|All Other Accounts|0|0|0|0|542981
71632|101|NONE|0|0|0|0|542983
71633|102|All Other Accounts|0|0|0|0|542983
71634|102|All Other Accounts|||||542984
71635|102|All Other Accounts||||0|542985
71636|101|Western Teamsters Representatives Retirement Plan|417|0|0|0|542987
71637|101|Western Conference of Teamsters Pension Trust Fund|4142|0|0|0|542987
71638|101|WCT Supplemental Benefit Trust|288|0|0|0|542987
71639|101|International Brotherhood of Teamsters|17888|0|0|0|542987
71640|101|IBT Joint Council #3|2253|0|0|0|542987
71641|101|U.S. Treasury - Federal Employment Taxes|517|0|0|0|542987
71642|101|Montana Dept Revenue - State Unemployment Taxes|82|0|0|0|542987
71643|101|Montana Dept Revenue - State Withholding Taxes|103|0|0|0|542987
71644|101|Life With Dues|2489|0|0|0|542987
71645|102|All Other Accounts|||||542987
71646|102|All Other Accounts|41418||||542990
71647|102|All Other Accounts|||||542991
71648|102|All Other Accounts||||0|542992
71649|102|All Other Accounts|9240||||542993
71650|101|International Union,Uaw|11214||||542995
71651|102|All Other Accounts|0||||542995
71652|102|All Other Accounts||||0|543001
71653|101|NONE|0|0|0|0|543005
71654|102|All Other Accounts|0|0|0|0|543005
71655|102|All Other Accounts|||||543008
71656|102|All Other Accounts|||||543032
71657|101|Payroll taxes payable|17847||||543034
71658|101|Sundry|122718||||543034
71659|102|All Other Accounts|||||543034
