OID|DESCRIPTION|BOOK_VALUE|RPT_ID
55611|PREPAID INSURANCE|6694|550328
55612|PREPAID REAL ESTATE TAXES|32658|550328
55613|PREPAID PROPERTY TAXES|8189|550328
55614|PREPAID OFFICE EQUIPMENT MAINTENANCE|5347|550328
55615|PREPAID POSTAGE|12017|550328
55616|Deposits|35909|550334
55617|Promotional Inventory|42225|550334
55618|Prepaid Assets|8440|550334
55619|N/A|0|550339
55620|Utility Deposit|200|550341
55621|PREPAID INSURANCE|25068|550346
55622|Prepaid insurance|10546|550350
55623|Prepaid Expenses|30069|550353
55624|Net surrender value - Officer's life insurance|55072|550353
55625|EMPLOYEE RECEIVABLES|26|550357
55626|Prepaid Insurance- general|4207|550367
55627|Prepaid Rent|3165|550367
55628|Prepaid Insurance- Health|34052|550367
55629|Prepaid Expenses|27417|550368
55630|Promotional Inventory|21382|550375
55631|Utility Deposits|400|550375
55632|UFW INSURANCE FUND EXPENSE REIMBURSEMENT|29829|550381
55633|RENT DEPOSIT|1186|550381
55634|INVENTORY OF T-SHIRTS & CAPS|15154|550385
55635|WORKERS' COMPENSATION INSURANCE POLICY DEPOSIT|1941|550386
55636|Office Rent Deposit|975|550387
55638|Interest Receivable|2846|550391
55639|ASSETS HELD FOR DEFERRED COMPENSATION|622571|550394
55640|PREPAID INSURANCE|863|550394
55641|SUPPLIES IN INVENTORY|18723|550394
55642|DUE FROM ORO RETIREMENT FUND|77715|550394
55643|PREPAID SALARIES|14470|550394
55644|DEPOSITS|8045|550394
55645|PREPAID OPERATING EXPENSES|19206|550394
55646|PAYROLL WITHHOLDINGS|34|550394
55647|DUE TO BTF|104939|550394
55648|Payroll advances|13067|550398
55649|Security deposits|23765|550398
55650|Miscellaneous Receivables|15|550403
55651|Security Deposit|530|550403
55652|22 BIBLES  ( 5 PROTESTANT & 17 CATHOLIC)|705|550405
55653|Other Assets - Utility Deposit|298|550407
55654|Refundable Dues|16413|550414
55655|Prepaid insurance|2250|550417
55656|Prepaid taxes|200|550417
55657|Deferred tax asset|25208|550417
55658|Prepaid Insurance|2453|550421
55659|Utility Deposit|50|550421
55660|PREPAID EXPENSES|2590|550423
55661|Security Deposits|3031|550424
55662|Watches|1760|550431
55663|Convention Shirts|60|550431
55664|Aprons|209|550431
55665|T-Shirts|240|550431
55666|LOAN RECEIVABLE|10722|550434
55668|Lease deposit|7925|550435
55669|Workers' compensation deposit|6013|550435
55670|SECURITY DEPOSIT - RENT|12380|550456
55671|Employee advance for car value FICA|5237|550460
55672|Airline Depost|425|550465
55673|Prepaid Taxes|19486|550465
55674|Rents|17749|550465
55675|Reimbursement due from International|45000|550466
55677|BURIAL PLOTS|9180|550471
55678|PREPAID INSURANCE|26940|550475
55679|DEPOSITS|18194|550475
55680|PAYROLL LIABILITIES PAID IN ADVANCE|11037|550479
55681|PREPAID EXPENSES|7385|550480
55682|PREPAID EXPENSES|3100|550482
55683|Restitution funds receivable|37257|550484
55684|Water Utility Deposit (City of Dallas)|390|550486
55685|Electric Utility Deposit (Atmos)|250|550486
55686|7-UP Loft (Office)|1000|550486
55687|WORKERS COMPENSATION INSURANCE DEPOSIT|1726|550487
55688|SECURITY DEPOSITS AND PREPAYMENTS|11818|550492
55689|DUE FROM AFFILIATE|975|550492
55690|NONE|0|550494
55691|PREPAID EXPENSES|626|550497
55692|REFUNDABLE DEPOSIT|1300|550497
55693|REIMBURSEMENT FROM MAIL HANDLERS BENEFIT PLAN|12437|550497
55694|SECURITY DEPOSITS|19310|550501
55695|DEPOSITS|7682|550502
55700|WORKERS COMPENSATION INSURANCE DEPOSIT|2185|550506
55701|A/R-PER CAPITA AT YEAR-END|9303|550508
55702|DUE FROM FORMER OFFICER|5019|550508
55703|PREPAID EXPENSE|3533|550508
55704|INVENTORY OF PROMOTIONAL SUPPLIES|582|550508
55705|A/R-MISCELLANEOUS|179|550508
55706|TxTAG ACCOUNT|11|550508
55696|Prepaid Insurance|216938|550504
55697|Deposits|210000|550504
55698|Inventory Supplies|267886|550504
55699|Cash Surrender Value of Life Insurance Policies|1997204|550504
55707|Deposits - City of Houston - Utility|1555|550509
55708|Prepaid Expense|3843|550512
55709|Prepaid Insurance|46662|550512
55710|Advances|55190|550512
55711|Deposits|2350|550512
55712|Rent Security|54000|550512
55713|None|0|550514
55714|SECURITY DEPOSIT|3800|550516
55715|Prepaid Expenses|23714|550517
55716|743 Long Sleeve Shirts|440|550519
55717|IAM Cammo Hats|7|550519
55718|IAM Hats|500|550519
55719|Ladies Polo Shirts|165|550519
55721|RENT DEPOSIT|1485|550528
55720|Ride united Shirts|40|550519
55722|WORKERS' COMPENSATION INSURANCE DEPOSIT|3011|550533
55723|Prepaid Insurance|8387|550535
55724|UTILITY DEPOSIT|2000|550539
55725|REFUND DUE FOR IATSE APPLICATION FEES|3025|550539
55726|REFUND DUE FOR DIRECT DEPOSIT LIABILITIES|216|550539
55727|REFUND DUE FOR PREPAID COMMISSIONS|14304|550539
55728|Security deposits|3506|550542
55729|SECURITY DEPOSITS|19899|550545
55730|TAXES RECEIVABLE|84187|550553
55732|Refundable Deposit|8118|550555
55731|2014 IA STAMPS|150072|550554
55733|FARMERS UNION STOCK|939|550568
55734|UNION HALL STOCK/MISSOULA|120|550568
55735|Rent Deposit|3590|550569
55736|Escrow Deposit|35000|550569
55737|Postage deposit|360|550576
55738|Rent deposit|1353|550576
55739|Prepaid insurance|1618|550576
55740|Accrued Interest|79432|550577
55741|Prepaid Travel|22682|550577
55742|Prepaid Postage|58758|550577
55743|Prepaid Insurance|11744|550577
55744|Prepaid Interest - SunTrust|372|550577
55745|Prepaid Interest - Wells Fargo|356|550577
55746|Prepaid Maintenance|4916|550577
55747|Prepaid Expenses - Other|206244|550577
55748|Deposits|107292|550577
55749|Promo Merchandise Inventory|71939|550577
55750|Prepaid Income Tax|525074|550577
55751|Prepaid Benefits|6800|550577
55752|Rent Abatement|57737|550577
55753|NONE|0|550580
55754|EMPLOYEE ADVANCES|2174|550581
55755|Rent Deposit|8294|550587
55756|Prepaid Insurance|1353|550587
55757|Due from Related Organization|2132|550587
55758|DEPOSITS|2250|550589
55760|Prepaid Payroll Taxes|1192|550598
55761|NOT APPLICABLE|0|550602
55762|RENTAL SECURITY DEPOSIT|7783|550605
55763|WORKERS' COMPENSATION INSURANCE DEPOSIT|11010|550605
55764|Payroll tax overpayment|1017|550608
55765|PREPAID TAXES AND EXPENSES|10637|550610
55766|WORKMAN'S COMPENSATION INSURANCE DEPOSIT|1000|550612
55767|COPIER LEASE DEPOSIT|550|550612
55768|SECURITY DEPOSIT|420|550628
55769|PAYROLL TAX RECEIVABLE|17689|550628
55770|Jackets|3173|550634
55771|PREPAID AUTO INSURANCE|14040|550638
55772|Security Deposits |4310|550641
55773|Prepaid Expenses|17|550641
55774|NSF Checks Receivable|6039|550661
55775|OFFICE LEASE DEPOSIT|8065|550669
55776|n/a|0|550676
55777|Security Deposit|5010|550677
55778|n/a|0|550691
55779|Deposit|3350|550694
55780|Prepaid payroll taxes|3063|550700
55781|Prepaid Expenses|7639|550704
55782|Security Deposits|2400|550704
55783|PREPAID HELATH AND WELFARE FUND|666|550720
55784|PREPAID INSURANCE EXPENSE|443|550720
55785|Prepaid Expenses|647072|550722
55786|Deposits|106615|550722
55787|Deferred Revenue|884055|550722
55788|Due To/From SEIU Affiliate|2883989|550722
55789|Rent Deposit|463|550727
55790|Prepaid Expenses|535|550730
55791|DEPOSITS|1000|550735
55792|PREPAID EXPENSES|7000|550745
55793|PREPAID DEPOSITS|15006|550745
55794|Receivable from Related Party - Subsidiary|14592|550747
55795|Lease Deposits|40406|550758
55796|Pre-Paid Insurance|394750|550758
55797|Pre-Paid Postage|40614|550758
55798|Other Pre-Paid Expenses|254348|550758
55799|N/A|0|550767
55801|RENTAL DEPOSIT|750|550791
55802|PREPAID EXPENSES|1610|550808
55803|Dues receivable|18918|550811
55804|Prepaid insurance|1217|550811
55805|Appeal bond|892829|550812
55806|Appeal bond supplement|9637|550812
55807|Office lease deposits|7628|550812
55808|State Compensation Insurance Fund deposit|5082|550812
55809|Parking cards deposit|180|550812
55810|LEASE DEPOSIT ON AUTOMOBILES|17977|550814
55811|SECURITY DEPOSIT|1500|550814
55812|DEPOSIT ON TELEPHONE SYSTEM|6969|550814
55813|EMPLOYEE ADVANCES|45975|550822
55814|VOIDED PAYROLL CHECKS|750|550822
55815|PREPAID EXPENSES|203544|550822
55816|East Bay Automotive Mach Local 1546 Building Corp|151053|550823
55817|Inventory - Supplies|139301|550824
55818|Prepaid Rent|1100|550824
55819|Rent Deposit|1100|550824
55820|Prepaid Insurance|17905|550824
55821|Prepaid Property Taxes|401|550824
55822|Prepaid Worker's Compensation|2464|550824
55823|Prepaid Convention|20000|550824
55824|Prepaid Health & Welfare|84170|550824
55825|Prepaid Officer Staff Expenses|1000|550824
55826|None|0|550827
55827|Security Deposit - Landlord|1100|551048
55828|Gas Utility Deposit|250|551048
55829|Inventory - Merchandise|2545|551048
55830|REAL ESTATE TAX ESCROW|51223|551063
55831|UNEXPIRED INSURANCE|57128|551099
55832|UNEXPIRED INSURANCE W/C|40967|551099
55833|PREPAID EXPENSES|46604|551099
55834|ACCRUED INTEREST INCOME|90267|551099
55835|DEPOSITS ON EQUIPMENT & FURNITURE|51000|551099
55836|HURRICANE SANDY SUSPENSE|1984522|551099
55837|PREPAID - INFO TECHNOLOGY|267388|551099
55838|SECURITY DEPOSITS|3165|551099
55839|INVENTORY - PRINT SHOP|6200|551099
55840|INVENTORY - MISCELLANEOUS ITEMS|136259|551099
55841|POSTAGE DEPOSITS PEP|9|551099
55842|PREPAID INTERNATIONAL CONVENTION|4268|551099
55844|Prepaid Expenses|86890|551133
55845|Security Deposit|8982|551146
55846|Prepaid Payroll|7936|551146
55847|Security Deposit - Pension Fund|6080|551203
55848|Security Deposit - Building Purchase|1000|551203
55849|Commit Expense|1250|551372
55850|Party, Dance & Picnic Expenses|6719|551372
55851|INVENTORY|2700|551381
55852|Security deposit on office space|9000|551421
55853|Security deposits|4500|551436
55854|ACCOUNTS RECEIVABLE- EMPLOYEES|435|551439
55855|PREPAID PAYROLL TAXES|122|551439
55856|Lease security deposit|2900|551714
55857|Prepaid Expenses|19853|551738
55858|Deposit|275|551834
55859|Deposit - Miscellaneous Rental Leases|25914|551881
55860|Water Meter Deposit|25|551898
55861|Bibles|0|551898
55862|Postage|37|551898
55863|AED (Defribulator)|1500|551898
55864|None|0|551974
55866|PREPAID INSURANCE|4815|552094
55867|REIMBURSEMENTS RECEIVABLE|43067|552094
55868|Payroll Taxes Paid In Advance|3185|552102
55869|Direct Deposit Paid to Intuit |4913|552102
55870|Advances to other funds|40852|552117
55871|Prepaid expenses|3686|552117
55872|NONE|0|552441
55873|401(a) Account|67|552487
55874|furniture for union hall|29967|552492
55875|2 computers|1970|552492
55876|pinic table,trash cans & benches|5128|552492
55877|2 multi moble lectern|665|552492
55878|PARTNERSHIP INLAND EMPIRE ELECTRICAL TRNG CTR LLC|340371|552825
55879|None|0|552852
55880|Bible Inventory (23 Bibles @ $32.95 each)|758|552857
55881|Prepaid expenses|82038|552896
55882|Security deposit|48500|552896
55883|GPE Withholding|363|553172
55884|N/A|0|553175
55885|Accrued Interest Receivable|2708|553269
55886|Prepaid Expenses|0|553269
55887|Security Deposit for Rent|1500|553318
55888|N/A|0|553340
55889|IBEW Hardship & Benevolent Fund|4073400|553498
55890|Prepaid expenses|28129|553498
55891|Assets held under a deferred compensation plan|4293|553498
55892|Inventory|2067|553812
55893|Note Receivable KST Electric (Sale of Building)|144043|553814
55894|Prepaid Rent|4220|553814
55895|Lease Deposit|4731|553814
55896|Returned Checks|53|553814
55897|SECURITY DEPOSITS|1420|553823
55898|Federal Income tax refund receivable|1000|553832
55899|Prepaid Expense|9201|553832
55900|Returnable Deposit|700|553884
