OID|MEMBERSHIP_TYPE|CATEGORY|NUMBER|VOTING_ELIGIBILITY|RPT_ID
176750|2101|HALF-TIME MEMBERS|3|T|537588
176751|2101|ADMIN/ASSOC/STUDENT|7|F|537588
176752|2101|REGULAR MEMBERSHIP|2602|T|537589
176753|2101|LIFE TIME MEMBER|1|F|537589
176754|2101|PROFESSIONAL|73|T|537592
176755|2101|ASSOCIATE|173|T|537592
176756|2101|FULL-TIME MEMBERS|638|T|537595
176757|2101|LIFE MEMBERS|1|T|537595
176758|2101|HALF-TIME MEMBERS|27|T|537595
176759|2101|ADMIN/ASSOC/STUDENT|2|F|537595
176760|2101|Active|7413|T|537598
176761|2101|Retired|119|T|537598
176762|2102|Agency Fee Payers|0|F|537598
176763|2101|Active Professional|2135753|T|537599
176764|2101|Active Education Support Professional|465977|T|537599
176765|2101|Active Life|43103|T|537599
176766|2101|Retired|294090|T|537599
176767|2101|Student|56754|T|537599
176768|2101|Staff|1392|F|537599
176769|2101|Substitute|2765|F|537599
176770|2101|Reserve|4051|F|537599
176771|2102|Agency Fee Payers|88378|F|537599
176772|2101|Members|2560|T|537600
176773|2101|"A"  Members|454|T|537601
176774|2101|"BA" Members|81|T|537601
176775|2101|VOTING MEMBER|1861|T|537602
176776|2101|PROFESSIONAL STAFF|99|T|537603
176777|2101|Active Full Time|13156|T|537604
176778|2101|Active Part time|451|T|537604
176779|2101|Active ESP Full Time|4466|T|537604
176780|2101|Active ESP Part Time|444|T|537604
176781|2101|Reserve|16|F|537604
176782|2101|Retired|5294|T|537604
176783|2101|Student|79|T|537604
176784|2101|Past  President|9|T|537604
176785|2101|Staff|2|F|537604
176786|2101|Regular Members|698|T|537608
176787|2101|ASSOCIATE STAFF|296|T|537609
176788|2101|PROFESSIONAL STAFF|115|T|537609
176789|2101|PART-TIME ASSOCIATE STAFF|42|T|537609
176790|2102|Agency Fee Payers|0|F|537609
176791|2101|VOTING MEMBERS|2305|T|537612
176792|2101|Regular, All pay full dues.|707|T|537613
176793|2102|Agency Fee Payers|0|F|537613
176794|2101|Full dues paying members|1011|T|537617
176795|2101|Active Members|13281|T|537622
176796|2102|Agency Fee Payers|0|F|537622
176797|2101|ACTIVE MEMBERS|987|T|537625
176798|2101|FULL TIME MEMBERS|9588|T|537626
176799|2101|PART TIME MEMBERS|7269|T|537626
176800|2101|RETIREE MEMBERS|2707|T|537626
176801|2102|Agency Fee Payers|4865|F|537626
176802|2101|Regular Members|971|T|537648
176803|2102|Agency Fee Payers|99|F|537648
176804|2101|UNION MEMBERS AND NON UNION MEMBERS|500|T|537650
176805|2102|Agency Fee Payers|0|F|537650
176806|2101|Voting Membership|2025|T|537651
176807|2101|EA|81571|T|537656
176808|2101|ESP|31576|T|537656
176809|2101|Life|4|T|537656
176810|2101|Student|1175|F|537656
176811|2101|Associate|74|F|537656
176812|2101|Retired|33259|F|537656
176813|2102|Agency Fee Payers|582|F|537656
176814|2101|GENERAL MEMBERSHIP|62|T|537658
176815|2102|Agency Fee Payers|0|F|537658
176816|2101|Dues Paying Members|31028|T|537663
176817|2101|ASSOCIATE|2136|T|537664
176818|2101|PROFESSIONAL|2170|T|537664
176819|2101|RETIRED|75|F|537664
176820|2101|Active Members|6724|T|537684
176821|2101|ESP Members|2301|T|537684
176822|2101|Retired Members|1895|T|537684
176823|2101|Substitute Members|2|T|537684
176824|2101|Students|0|T|537684
176825|2101|State and Municipal Employees|166|T|537684
176826|2102|Agency Fee Payers|285|F|537684
176835|2101|Regular Dues Paying Members|12043|T|537690
176836|2101|Retiree Dues Paying Member|6828|T|537690
176837|2101|REGULAR MEMBERS|3351|T|537694
176838|2102|Agency Fee Payers|85|F|537694
176839|2101|ACTIVE FULL TIME|5455|T|537701
176840|2101|ACTIVE PART TIME|257|T|537701
176841|2101|ASSOCIATE|52|F|537701
176842|2101|NON MEMBER|4|F|537701
176843|2101|RETIRED LIFE|412|T|537701
176844|2101|STUDENT MEMBER|11|F|537701
176846|2101|Members|19|T|537722
176847|2101|A MEMBERS|1292|T|537723
176848|2101|BA MEMBERS|100|T|537723
176849|2101|ACTIVE MEMBERS|2202|T|537757
176850|2102|Agency Fee Payers|68|F|537757
176851|2101|ACTIVE MEMBERS|1013|T|537790
176852|2101|RETIRED MEMBERS|17|F|537790
176853|2101|Craft Members|1681|T|537807
176854|2101|Military Withdrawal Card|1|T|537812
176855|2101|Production Workers|338|T|537812
176856|2101|Residential Journeyman|75|T|537812
176857|2101|Industrial Apprenticeship Members (Trainees)|3|T|537812
176858|2101|Industrial Addendum Members (Trainees)|141|T|537812
176859|2101|Sign Journeyman|18|T|537812
176860|2101|Kitchen Journeyman|17|T|537812
176861|2101|Pre-Apprenticeship Members|298|T|537812
176862|2101|Building Trades Journeyman|1937|T|537812
176863|2101|Apprentice Members|329|T|537812
176864|2101|Metal Tradesmen|20|T|537812
176865|2101|Building Trades Withdrawal Cards|97|T|537812
176866|2101|Retirees|1017|T|537812
176867|2101|General Membership|568|T|537824
176870|2101|REGULAR|238|T|537836
176871|2101|RETIRED|113|T|537836
176872|2101|APPRENTICE|3|T|537836
176873|2101|LANDSCAPE|4|T|537836
176874|2102|Agency Fee Payers|0|F|537836
176878|2101|Verizon|247|T|537850
176879|2101|Telesector Resource Group|288|T|537850
176880|2101|American Red Cross|10|T|537850
176881|2101|Verizon Corporate Services|17|T|537850
176882|2102|Agency Fee Payers|0|F|537850
176883|2101|ACTIVE|564|T|537851
176884|2101|RETIRED|195|T|537851
176885|2101|APPRENTICE|56|T|537851
176886|2101|GOLD CARD MEMBER|16|T|537851
176887|2102|Agency Fee Payers|2|F|537851
176888|2101|REGULAR|204|T|537853
176889|2101|RETIRED|36|T|537853
176890|2101|ACTIVE MEMBERS|2953|T|537873
176891|2101|RETIRED MEMBERS|1|F|537873
176892|2102|Agency Fee Payers|0|F|537873
176893|2101|REGULAR|370|T|537874
176894|2101|APPRENTICE|32|T|537874
176895|2101|RETIRED|252|T|537874
176896|2102|Agency Fee Payers|110|F|537874
176897|2101|ACTIVE MEMBERS|313|T|537883
176898|2101|MEMBERS ON UNPAID LEAVE|12|T|537883
176899|2101|RETIRED MEMBERS|84|F|537883
176900|2102|Agency Fee Payers|1|F|537883
176901|2101|A - Nonmanufacturing|193|T|537884
176902|2101|BA - Manufacturing|48|T|537884
176903|2101|"A" Member|334|T|537885
176904|2101|"BA" Member|236|T|537885
176905|2101|"FP" Member|1|F|537885
176906|2102|Agency Fee Payers|0|F|537885
176907|2101|GENERAL MEMBERS PAYING DUES|290|T|537907
176908|2101|Active|293|T|537908
176909|2102|Agency Fee Payers|2|F|537908
176910|2101|GENERAL MEMBERS|870|T|537922
176911|2102|Agency Fee Payers|0|F|537922
176912|2101|ACTIVE DUES PAYING MEMBERS|440|T|537923
176913|2101|RETIRED DUES PAYING MEMBERS|1|T|537923
176914|2101|CASH DUES PAYING MEMBERS|2|T|537923
176915|2102|Agency Fee Payers|7|F|537923
176916|2101|GENERAL|93|T|537985
176917|2101|Regular Active|8703|T|537986
176918|2102|Agency Fee Payers|3823|F|537986
176919|2101|ACTIVE DUES PAYING MEMBERS|1621|T|537987
176920|2101|RETIRED DUES PAYING MEMBERS|2|T|537987
176921|2102|Agency Fee Payers|132|F|537987
176925|2101|REGULAR MEMBERS|1889|T|537995
176926|2101|RETIRED MEMBERS|3|T|537995
176927|2102|Agency Fee Payers|45|F|537995
176930|2101|AT&T Employed Regular Members|1313|T|538006
176931|2102|Agency Fee Payers|30|F|538006
176932|2101|MECHANIC|321|T|538008
176933|2101|APPRENTICES 1,2,3 & 4TH YEAR|58|T|538008
176934|2101|PROBATIONARY|2|F|538008
176935|2102|Agency Fee Payers|0|F|538008
176936|2101|Regular voting members|900|T|538021
176937|2102|Agency Fee Payers|0|F|538021
176938|2101|Regular Full Dues|1321|T|538028
176939|2101|Regular Half Dues|362|T|538028
176940|2101|Regular Quarter Dues|0|T|538028
176941|2101|CONTRACTOR MEMBER|48|T|538039
176942|2101|INSIDE/OUTSIDE ACTIVE CARPENTERS|15367|T|538039
176943|2101|RETIRED CARPENTERS|3777|T|538039
176944|2101|50 YEAR HONORARY MEMBERS|1755|T|538039
176945|2101|Active|6098|T|538041
176946|2101|Retired|6588|T|538041
176947|2102|Agency Fee Payers|0|F|538041
176948|2101|REGULAR FULL TIME MEMBERS|1912|T|538042
176949|2101|"DUES EQUIVALENT" MEMBERS|39|F|538042
176950|2101|PART TIME MEMBERS|7|T|538042
176951|2101|TEMPORARY MEMBERS|0|F|538042
176952|2101|INVESTMENT FIRM MEMBERS|66|T|538042
176953|2101|RETIRED MEMBERS|12|F|538042
176954|2101|Each member pays full dues based on their salary|822|T|538045
176955|2101|AT&T Communications Sys|1|T|538054
176956|2101|UT/Ops|7|T|538054
176957|2101|Avalia|5|T|538054
176958|2101|AT&T Bellsouth|515|T|538054
176959|2101|AT&T Mobility|32|T|538054
176960|2102|Agency Fee Payers|0|F|538054
176963|2101|FULL TIME|6552|T|538082
176964|2101|ASS|149|T|538082
176965|2102|Agency Fee Payers|2833|F|538082
176966|2101|ACTIVE MEMBERS|320|T|538083
176967|2101|RETIRED MEMBERS|228|F|538083
176968|2101|WITHDRAWLS|42|F|538083
176969|2101|ACTIVE MEMBERS|306|T|538084
176970|2101|RETIREES|61|F|538084
176971|2102|Agency Fee Payers|1|F|538084
176972|2101|REGULAR MEMBERS|1018|T|538085
176973|2101|FULL DUES PAYING MEMBERS|189|T|538088
176974|2101|UNAFFILIATED RETIREES|307|F|538088
176975|2101|AFFILIATED RETIREES|246|T|538088
176976|2101|Members in Good Standing|1673|T|538122
176977|2102|Agency Fee Payers|0|F|538122
176978|2101|REGULAR|3505|T|538134
176979|2101|RETIRED|366|T|538134
176980|2101|APPRENTICES|23|T|538134
176981|2102|Agency Fee Payers|34|F|538134
176982|2101|MEMBERS IN GOOD STANDING|600|T|538141
176983|2102|Agency Fee Payers|0|F|538141
176984|2101|ACTIVE|586|T|538142
176985|2101|ACTIVE MEMBERS|644|T|538153
176986|2102|Agency Fee Payers|16|F|538153
176987|2101|ACTIVE|4184|T|538168
176988|2101|FAIR SHARE|819|F|538168
176989|2101|General Membership|111|T|538171
176990|2102|Agency Fee Payers|0|F|538171
176991|2101|General Dues Paying Member|483|T|538179
176992|2102|Agency Fee Payers|0|F|538179
176993|2101|Plasterers - Journeyman|305|T|538184
176994|2101|Plasterers - Apprentices|24|T|538184
176995|2101|Plasterers - Retirees|96|T|538184
176996|2102|Agency Fee Payers|0|F|538184
176997|2101|OPERATIONS ASSOCIATE|594|T|538185
176998|2101|ADMINISTRATIVE ASSOCIATE|17|T|538185
176999|2101|ASSEMBLE & PROCESS|4|T|538185
177000|2101|ASSEMBLE & SOLDER|73|T|538185
177001|2101|INSPECTOR E/E CO|2|T|538185
177002|2101|TESTER ELECTRONICS|14|T|538185
177003|2101|MAINTENANCE - GENERAL|12|T|538185
177004|2101|TST EQUIP BUILD & MAINT|17|T|538185
177005|2101|PROCESS INNOV TM MEMBER|7|T|538185
177006|2101|ACTIVE MEMBERS|5841|T|538191
177007|2101|PENDING MEMBERS|93|T|538191
177008|2102|Agency Fee Payers|34|F|538191
177009|2101|FULL DUES PAYING MEMBERS|3808|T|538192
177010|2102|Agency Fee Payers|1059|F|538192
177011|2101|Active members|143|T|538193
177012|2101|Retirees|52|T|538193
177013|2101|REGULAR|1011|T|538194
177014|2101|RETIRED|508|T|538194
177015|2101|APPRENTICE|35|T|538194
177016|2102|Agency Fee Payers|320|F|538194
177017|2101|ACTIVE|1623|T|538208
177018|2101|MEDICAL LEAVE|19|T|538208
177019|2102|Agency Fee Payers|1|F|538208
177020|2101|General Membership|812|T|538213
177021|2101|Full time Guild|434|T|538214
177022|2101|Part time ( Guild - 177 and Typos - 2 )|179|T|538214
177023|2101|At - large Guild|3|T|538214
177024|2101|Full time Typos|18|T|538214
177025|2101|Retired Guild ( 36 ) and Typos ( 95 )|131|F|538214
177026|2101|Associate Guild|8|F|538214
177027|2102|Agency Fee Payers|1|F|538214
177028|2101|Full time members|557|T|538215
177029|2101|Seasonal, part-time, and incidentals|17|T|538215
177030|2102|Agency Fee Payers|0|F|538215
177031|2101|Regular Members|1197|T|538216
177032|2101|Active|603|T|538217
177033|2102|Agency Fee Payers|35|F|538217
177034|2101|General Members|16804|T|538219
177035|2101|Life Members|0|T|538219
177036|2101|Direct Pay Members|4|T|538219
177037|2101|Retired Members|278|T|538219
177038|2102|Agency Fee Payers|3576|F|538219
177039|2101|ACTIVE MEMBERS|723|T|538223
177040|2101|ACTIVE APPRENTICES|8|T|538224
177041|2101|ACTIVE JOURNEYMEN|490|T|538224
177042|2101|RETIRED JOURNEYMEN|389|T|538224
177043|2102|Agency Fee Payers|0|F|538224
177044|2101|Full Time Members|1075|T|538225
177045|2101|Pending Members|0|T|538225
177046|2102|Agency Fee Payers|0|F|538225
177047|2101|Member|1309|T|538232
177048|2101|Casual|473|F|538232
177049|2101|Active members|818|T|538252
177050|2102|Agency Fee Payers|11|F|538252
177051|2101|ACTIVE MEMBERS|298|T|538256
177052|2102|Agency Fee Payers|0|F|538256
177053|2101|ACTIVE MEMBERS|263|T|538257
177054|2101|RETIRED MEMBERS|93|F|538257
177055|2102|Agency Fee Payers|0|F|538257
177056|2101|REGULAR MEMBERS|1428|T|538258
177057|2101|RETIRED MEMBERS|4|T|538258
177058|2102|Agency Fee Payers|196|F|538258
177059|2101|ACTIVE DUES PAYING MEMBERS|1137|T|538260
177060|2101|RETIRED DUES PAYING MEMBERS|91|T|538260
177061|2101|INACTIVE DUES PAYING MEMBERS|48|F|538260
177062|2102|Agency Fee Payers|84|F|538260
177063|2101|ACTIVE MEMBERS|1230|T|538262
177064|2102|Agency Fee Payers|8|F|538262
177065|2101|ACTIVE DUES PAYING MEMBERS|918|T|538263
177066|2101|RETIRED DUES PAYING MEMBERS|2|T|538263
177067|2101|Regular members|610|T|538265
177068|2101|Public Sector|149|T|538266
177069|2101|Private Sector|215|T|538266
177070|2102|Agency Fee Payers|161|F|538266
177071|2101|ACTIVE REGULAR MEMBERS|1020|T|538267
177072|2101|RETIRED MEMBERS|151|F|538267
177073|2102|Agency Fee Payers|0|F|538267
177074|2101|ACTIVE MEMBERS|1625|T|538269
177075|2101|ACTIVE RETIRED|54|F|538269
177076|2102|Agency Fee Payers|121|F|538269
177077|2101|REGULAR MEMBERS|865|T|538273
177078|2101|PENDING MEMBERS|64|T|538273
177079|2101|RETIRED MEMBERS|984|F|538273
177083|2101|GENERAL MEMBERSHIP|132|T|538277
177084|2101|ACTIVE MEMBERS|1818|T|538279
177085|2102|Agency Fee Payers|50|F|538279
177086|2101|REGULAR|297|T|538281
177087|2101|RETIRED|100|T|538281
177088|2101|APPRENTICE|19|F|538281
177089|2101|Active Members|623|T|538292
177090|2102|Agency Fee Payers|56|F|538292
177091|2101|ACTIVE MEMBERS|620|T|538294
177092|2101|RETIRED MEMBERS|543|F|538294
177093|2102|Agency Fee Payers|0|F|538294
177094|2101|MEMBERSHIP DUES|873|T|538295
177095|2102|Agency Fee Payers|0|F|538295
177096|2101|FULL DUES PAYING MEMBERS|1089|T|538296
177097|2101|CASH DUES PAYING MEMBERS|2|T|538296
177098|2102|Agency Fee Payers|0|F|538296
177099|2101|ACTIVE MEMBERS|3575|T|538297
177100|2101|NON MEMBERS|5|F|538297
177101|2102|Agency Fee Payers|0|F|538297
177102|2101|General|985|T|538300
177103|2101|Regular Member|102|T|538302
177104|2101|LOCAL UNIONS & DISTRICT COUNCILS|83|T|538304
177105|2101|Journeyman Wireman|614|T|538305
177106|2101|Apprentice Wireman|36|T|538305
177107|2101|Inside Wireman|10|T|538305
177108|2101|Residential Wireman|23|T|538305
177109|2101|Journeyman Sign|13|T|538305
177110|2101|Apprentice Sign|1|T|538305
177111|2101|Installer|11|T|538305
177112|2101|Technician|74|T|538305
177113|2101|Technician PE|5|T|538305
177114|2101|Apprentice Tech|5|T|538305
177115|2101|Manufacturing/Clerical|1|F|538305
177116|2101|Residential Apprentice|2|T|538305
177117|2101|Journeymen|2143|T|538306
177118|2101|Retirees|1158|T|538306
177119|2101|Military|2|T|538306
177120|2101|Apprentices|225|F|538306
177121|2101|REGULAR FULL PAYING MEMBERS|655|T|538307
177122|2101|REGULAR MEMBERS|1972|T|538311
177123|2101|RETIRED MEMBERS - NON DUES PAYING|165|F|538311
177124|2101|RETIRED MEMBERS - DUES PAYING|2|T|538311
177125|2102|Agency Fee Payers|186|F|538311
177126|2101|BUILDING TRADES JOURNEYMEN|65|T|538312
177127|2101|METAL TRADES JOURNEYMEN|5|T|538312
177128|2101|APPRENTICES|15|T|538312
177129|2101|RETIREES|3|T|538312
177130|2101|FULL MEMBERS|2078|T|538315
177133|2101|ACTIVE MEMBERS|1055|T|538317
177134|2101|General Membership|3327|T|538319
177135|2101|ACTIVE DUES PAYING MEMBERS|1488|T|538322
177136|2101|REGULAR MEMBERS|1383|T|538324
177137|2101|regular members|1009|T|538325
177138|2102|Agency Fee Payers|3|F|538325
177139|2101|Hourly production and maintenance workers|3439|T|538333
177140|2102|Agency Fee Payers|0|F|538333
177141|2101|APPRENTICE|237|T|538334
177142|2101|JOURNEYMEN|1445|T|538334
177143|2101|DISABLED|21|F|538334
177144|2101|PRODUCTION WORKER|114|T|538334
177145|2101|RETIRED MEMBERS|756|T|538334
177146|2101|OTHER|4|T|538334
177147|2101|MILITARY|3|F|538334
177148|2101|ACTIVE MEMBERS|802|T|538335
177149|2102|Agency Fee Payers|118|F|538335
177157|2101|MEMBERS OF THE LOCAL 13500 LABOR ORGANIZATION|2243|T|538346
177158|2102|Agency Fee Payers|47|F|538346
177159|2101|ACTIVE MEMBERS|124145|T|538347
177160|2101|RETIRED MEMBERS|59444|T|538347
177161|2102|Agency Fee Payers|2675|F|538347
177162|2101|Active|268767|T|538348
177163|2101|Retired Active|26174|T|538348
177164|2102|Agency Fee Payers|0|F|538348
177167|2101|ACTIVE MEMBERS|739|T|538351
177168|2102|Agency Fee Payers|0|F|538351
177169|2101|REGULAR MEMBERS|874|T|538352
177170|2102|Agency Fee Payers|228|F|538352
177171|2101|REGULAR MEMBERSHIP|632|T|538357
177172|2102|Agency Fee Payers|0|F|538357
177173|2101|Regular membership|580|T|538358
177174|2102|Agency Fee Payers|0|F|538358
177175|2101|Members who pay dues|657|T|538363
177176|2101|Retirees who pay dues|1|T|538363
177177|2101|Retirees who do not pay dues|1739|F|538363
177178|2101|Regular|6340|T|538377
177179|2102|Agency Fee Payers|287|F|538377
177180|2101|Regular Members|773|T|538400
177181|2102|Agency Fee Payers|34|F|538400
177182|2101|Active|908|T|538401
177183|2101|Retired|565|T|538401
177184|2101|50 Year members|86|T|538401
177185|2101|ACTIVE MEMBERS|2496|T|538403
177186|2101|RETIRED MEMBERS|1249|T|538403
177187|2101|ACTIVE MEMBERS|1497|T|538406
177188|2101|RETIRED MEMBERS|419|T|538406
177189|2101|50 YEAR MEMBERS|185|T|538406
177190|2101|ACTIVE MEMBERS|791|T|538411
177191|2101|RETIRED DUES PAYING MEMBERS|3|T|538411
177192|2102|Agency Fee Payers|24|F|538411
177193|2101|General Members|81766|T|538413
177194|2101|ACTIVE MEMBERS|2746|T|538416
177195|2101|ASSOCIATES|12|F|538416
177196|2101|RETIRED MEMBERS|13|F|538416
177197|2102|Agency Fee Payers|22|F|538416
177198|2101|REGULAR MEMBERS|2237|T|538417
177199|2102|Agency Fee Payers|104|F|538417
177200|2101|Active Members in Good Standing|3898|T|538418
177201|2101|Active Members Not in Good Standing|0|F|538418
177202|2101|Pending Members|62|T|538418
177203|2102|Agency Fee Payers|11|F|538418
177204|2101|Journeyman|989|T|538419
177205|2101|Industrial|2385|T|538419
177206|2101|Apprentice|295|T|538419
177207|2101|Life|123|T|538419
177208|2102|Agency Fee Payers|0|F|538419
177209|2101|REGULAR MEMBERS|375|T|538422
177210|2101|Active Members|5164|T|538433
177211|2101|Retirees|1942|T|538433
177212|2101|Apprentices|165|T|538433
177213|2101|MEMBER|1108|T|538434
177214|2101|ACTIVE MEMBERS|3663|T|538435
177215|2102|Agency Fee Payers|1289|F|538435
177216|2101|REGULAR MEMBERS|7480|T|538442
177217|2102|Agency Fee Payers|746|F|538442
177218|2101|Regular|769|T|538443
177219|2102|Agency Fee Payers|0|F|538443
177220|2101|MEMBERS IN GOOD STANDING|5205|T|538444
177221|2102|Agency Fee Payers|1826|F|538444
177222|2101|Active Members|966|T|538447
177223|2101|REGULAR MEMBERS|544|T|538454
177224|2101|ASSOCIATE MEMBERS|1|F|538454
177225|2102|Agency Fee Payers|0|F|538454
177226|2101|General Membership|980|T|538456
177227|2102|Agency Fee Payers|0|F|538456
177228|2101|Regular Membership|606|T|538465
177229|2102|Agency Fee Payers|0|F|538465
177230|2101|CEMENT FINISHER JOURNEYMAN|501|T|538519
177231|2101|CEMENT FINISHER RETIRED|86|T|538519
177232|2101|CEMENT FINISHER RETIRED OVER 40 YEAR MEMBER|64|T|538519
177233|2101|CEMENT FINISHER APPRENTICE|15|T|538519
177234|2101|PLASTERERS JOURNEYMAN|100|T|538519
177235|2101|PLASTERERS RETIRED|8|T|538519
177236|2101|PLASTERERS RETIRED OVER 40 YEAR MEMBER|8|T|538519
177237|2101|PLASTERERS APPRENTICE|5|T|538519
177238|2101|REGULAR|420|T|538522
177239|2101|RETIRED|400|T|538522
177240|2101|APPRENTICE|46|T|538522
177241|2102|Agency Fee Payers|20|F|538522
177242|2101|REGULAR MEMBERS|1635|T|538523
177243|2101|PRO TAXI MEMBERS|245|T|538523
177244|2102|Agency Fee Payers|130|F|538523
177245|2101|REGULAR MEMBERS|682|T|538525
177246|2101|RETIRED MEMBERS|1|T|538525
177247|2102|Agency Fee Payers|20|F|538525
177248|2101|GENERAL|657|T|538527
177249|2101|Regular Members|7138|T|538532
177250|2102|Agency Fee Payers|578|F|538532
177251|2101|AFFILIATES|29|T|538533
177252|2101|Regular Members|1065|T|538535
177253|2102|Agency Fee Payers|0|F|538535
177254|2101|LOCAL 99 MEMBERS|3206|T|538537
177255|2101|LOCAL 99-A MEMBERS|17|T|538537
177256|2102|Agency Fee Payers|26|F|538537
177257|2101|REGULAR|702|T|538539
177258|2101|RETIRED|328|T|538539
177259|2101|APPRENTICESHIP|25|T|538539
177260|2102|Agency Fee Payers|1|F|538539
177261|2101|ACTIVE|451|T|538540
177262|2102|Agency Fee Payers|0|F|538540
