OID|DESCRIPTION|AMOUNT|RPT_ID
82136|Vacation and Sick Leave|1956292|538348
82137|Severance|957881|538348
82138|Compensatory Time|9988|538348
82139|Accounts Payable-Other Related Funds|1088|538348
82140|Pension Plan Contribution|27132819|538348
82141|Deferred Revenue|383654|538348
82142|WITHHELD TAXES|3539|538352
82143|SECURITY DEPOSITS|1050|538352
82144|PAYROLL LIABILITIES|3025|538357
82145|Interest payable on certificates|24413|538358
82146|Payroll liabilities|704|538363
82147|Liability for CWA Serverance Pay Plan|85354|538377
82148|Accrued payables|16919|538400
82149|Accrued salaries & vacation|2410859|538413
82150|Payable to Chapters|554744|538413
82151|Premiums payable to Insurance Underwriters|3916|538413
82152|Membership dues received in advance|65414|538413
82153|Deferred rent incentives|653628|538413
82154|Long term portion of deferred gain|10408945|538413
82155|Deferred compensation|1090881|538413
82156|Accrued expenses|532225|538413
82157|CWA COPE FUND|3484|538417
82158|MEMBERS RELIEF FUND|18604|538417
82159|Accrued Ad Valorem Taxes|31556|538418
82160|Security Deposit from Auto Lease Group|2500|538419
82161|ACCRUED AND WITHHELD PAYROLL AND PROPERTY TAXES|3692|538422
82162|ACCRUED VACATION |21344|538422
82163|ACCRUED SEVERANCE|46690|538422
82164|Accrued Payroll Taxes and Withholdings|2366|538433
82165|Due to Locals and Affiliated Funds - Working Dues|2087238|538433
82166|PAYROLL TAXES WITHHELD AND PAYABLE|3660|538434
82167|PER CAPITA - INTERNATIONAL|107285|538435
82168|ACCUMULATED LEAVE BALANCE|204589|538442
82169|PAYROLL WITHHOLDINGS AND DEDUCTIONS|4472|538442
82170|DUE TO CWA INTERNATIONAL|6388|538442
82171|SAT PROGRAM PAYABLE|14433|538442
82172|HURRICANE SANDY RELIEF FUND PAYABLE|14950|538442
82173|Accrued vacation liability|1564|538443
82174|PAYROLL PAYABLES|9635|538444
82175|1120-POL TAX PAYABLE|12619|538444
82176|SECURITY DEPOSIT|700|538444
82177|Payroll Tax Liabilities|2742|538447
82178|PAYROLL TAX LIABILITIES (EMPLOYER PORTION)|8220|538454
82179|PAYROLL TAXES WITHHELD|12179|538454
82180|Accrued Payroll Taxes & Withholdings|3311|538465
82181|PAYROLL DEDUCTIONS PAYABLE|2960|538519
82182|PAYROLL WITHHOLDINGS|3720|538522
82183|ACCRUED AND WITHHELD EXPENSES|2411|538523
82184|PAYROLL TAXES AND WITHHOLDINGS PAYABLE|536|538525
82185|BUSINESS CREDIT CARD PAYABLE|3782|538525
82186|PAYROLL TAX WITHHOLDINGS|1639|538527
82187|ACCRUED PAYROLL WITHHOLDINGS|4749|538533
82188|ACCRUED WAGES|12737|538533
82189|UNEARNED REVENUE|10830|538533
82190|Accrued Benefits Payable|65493|538535
82191|TENANT DEPOSITS|50427|538537
82192|CAPITAL LEASE OBLIGATION|6750|538537
82193|PAYROLL WITHHOLDINGS PAYABLE|2536|538537
82194|PAYROLL WITHHOLDINGS|2497|538539
82195|PAYROLL TAXES|2379|538540
82196|Payroll taxes and other payables|111|538542
82197|NONE|0|538543
82198|Payroll Liabilities|114|538546
82199|Health Insurance Premium Liabilities|21564|538546
82200|PAYROLL WITHHOLDINGS|1225|538548
82201|Payroll withholdings|3019|538550
82202|Security deposit|900|538550
82203|STATE OF NEW HAMPSHIRE BUSINESS TAXES|15|538552
82204|WAGES PAYABLE TO VARIOUS EMPLOYEES|11426|538552
82205|UNREMITTED PAYROLL TAXES AND AMOUNTS WITHHELD|1642|538552
82206|CAPITAL LEASE PAYMENT|1796|538552
82207|Accrued FICA and FITW|2056|538560
82208|Illinois Withholding|261|538560
82209|Iowa Withholding|388|538560
82210|Accrued FUTA|67|538560
82211|Accrued SUTA|12|538560
82212|Payroll liabilities|3122|538565
82213|Accrued Payroll|880|538567
82214|Accrued and Withheld Payroll Taxes|3013|538567
82215|ACCRUED FRINGE BENEFITS|5699|538569
82216|ACCRUED PAYROLL LIABILITIES|4676|538569
82217|PAYROLL WITHHOLDINGS|5496|538571
82218|DUE TO AFFILIATES|53459|538571
82219|Severance Payable|258339|538574
82220|Salaries Payable|1090048|538577
82221|Retirement|32178995|538577
82222|Post Retirement Health|96391710|538577
82223|Compensated Absences|2184110|538577
82224|Payroll Taxes|43572|538577
82225|Local Rebates|15310246|538577
82226|Insurance Dividend Program|288177|538577
82227|2013 Dues received in 2012|171277|538577
82228|Locals in Escrow|11583|538577
82229|Board Community Funds|262420|538577
82230|Deferred Compensation|1191341|538577
82231|Other Current Liabilities|95151|538577
82232|EMPLOYEE FEDERAL WITHHOLDING|512|538579
82233|FICA & MEDICARE|765|538579
82234|EMPLOYEE STATE WITHHOLDING|154|538579
82235|NYS DISABILITY WITHHOLDING|8|538579
82236|PAYROLL WITHHOLDINGS|1789|538585
82237|DUE TO AFFILIATED ENTITIES|5426|538585
82238|Credit Card|1669|538587
82239|Payroll Withholdings|3489|538587
82240|RMELC Assessment|3162|538587
82241|Payroll taxes payable|368|538589
82242|ACCRUED VACATION & SEVERANCE|10806|538591
82243|UNIT FUNDS|3410|538591
82244|DEFERRED INCOME (DUES PAID IN ADVANCE)|95357|538591
82245|Payroll Withholdings|298|538593
82246|Unallocated Program Service Revenue|204247|538593
82247|Due to Affiliates|110549|538593
82248|Accrued Pension Cost|7998123|538593
82249|Prepaid Dues Income|58956|538593
82250|Due to Affiliates|12995|538594
82251|Unallocated Program Service Revenue|183688|538594
82252|Prepaid Dues Income|7238|538594
82253|Secuirty Deposits|6480|538594
82261|Vacations|16385|538604
82262|Sick Leaves|13917|538604
82263|Bonus|4775|538604
82264|PR Treasury Department|1724|538604
82265|Internal Revenues Sevices|2075|538604
82266|Accrued vacation and sick leave|696289|538605
82267|Accrued wages and payroll taxes|180074|538605
82268|Dues collected on behalf of districts|109561|538605
82269|Interfund payable|78073|538605
82270|N/A|0|538606
82271|PAYROLL TAX LIABILITY|14933|538612
82272|OTHER PAYROLL DEDUCTIONS LIABILITY|26497|538612
82273|OVERPAYMENT OF UNION SERVICE FEES BY CWA |21711|538622
82274|CWA-COPE|85|538622
82275|CWA SAVINGS & RETIREMENT TRUST|4439|538622
82276|RENT DEPOSITS|2300|538625
82278|Security Deposits|3600|538637
82279|DEFINED BENEFIT PENSION LIABILITY |496430|538643
82280|POSTRETIREMENT LIABILITIES |1180635|538643
82281|Tenant security deposit|2500|538689
82282|Pension withdrawal liability|233526|538689
82283|DUES COLLECTED IN ADVANCE|29540|538725
82284|PAYROLL TAXES PAYABLE|3264|538725
82285|SECURITY DEPOSITS|1450|538736
82286|UNSETTLED INVESTMENT PURCHASES|30034|538736
82287|DUE TO RELATED ORGANIZATIONS|6376|538736
82288|OLCU-Visa 9302|8815|538737
82289|Payroll Liabilities|3327|538737
82290|Accrued Insurance|129|538738
82291|Payroll Taxes Payable|2493|538738
82292|Withheld Pennsylvania income tax|368|538742
82293|Payroll Taxes Payable|8921|538743
82294|Payroll and payroll taxes|4502|538746
82295|Payroll withholdings payable|6400|538752
82296|Per capita taxes received on behalf of affiliates|70938|538752
82297|Employee vacation funds withheld|800|538756
82298|PAYROLL TAXES PAYABLE|3529|538763
82299|Payroll Liabilities|2100|538771
82300|Accrued Wages|19002|538772
82301|Accrued Taxes|3602|538772
82302|PAYROLL TAXES PAYABLE|1571|538773
82303|PAYROLL TAXES WITHHELD IN SEPTEMBER 2013|4643|538775
82304|FICA,MEDICARE & FEDERAL WITHHOLDING TAX|5046|538840
82305|OHIO TAX WITHHOLDING|634|538840
82306|CITY TAX WITHHOLDING|439|538840
82307|Deferred Rent|1650|538962
82318|PAYROLL WITHHOLDINGS PAYABLE|2747|539015
82319|PAYROLL WITHHOLDING|3469|539077
82320|DUES PAYABLE TO IUOE INTERNATIONAL|19738|539077
82322|Accrued Salaries and Wages|67646|539101
82323|Payroll Taxes and Benefits|7933|539101
82324|Deferred Compensation Plan|405356|539101
82325|Funds Held for Members|14360|539101
82326|Deferred Revenue|46367|539101
82327|Capital Lease Payable|39607|539101
82328|Accrued Compensated Absences|755553|539101
82329|Refundable Advance|75000|539101
82330|SEVERANCE BENEFITS PAYABLE|625005|539118
82331|ACCRUED SALARIES AND VACATION|47792|539118
82332|POSTRETIREMENT BENEFIT COSTS|996283|539118
82333|DUE TO BROKER FOR PURCHASE OF SECURITIES|5304|539118
82335|N/A|0|539233
82336|DUE TO NATIONAL|73354|539250
82337|DUE TO CWA 1109 BUILDING CORP|7920|539250
82338|DUE TO CWA 1109 PENSION FUND|31880|539250
82339|Accrued payroll taxes|2541|539260
82341|Accrued Wages|1352|539293
82342|Payroll/Benefit Withholdings|4789|539293
82343|Accrued Expenses|6339|539309
82344|Payroll Taxes Payable|1571|539309
82345|W/H TAXES & PAYROLL DEDUCTIONS|7210|539374
82346|POTTERY DEATH BENEFIT FUND ESCROW|114850|539374
82347|LOCAL UNION ESCROW FUNDS|8933|539374
82348|UNCLAIMED CHECKS|1598|539374
82349|Vacation / PAT|907|539379
82350|FICA / Medicare|291|539379
82351|FWT|163|539379
82352|SWT / CWT|83|539379
82353|FUTA|13|539379
82354|SUI|5|539379
82355|Salary Payable|1350|539379
82356|Other Accrued Expenses|6600|539386
82357|Accrued Salaries and Payroll Taxes|1155|539386
82358|Payroll Liabilities|4039|539417
82359|SEIU DUES PAYABLE|542636|539431
82360|ACCRUED VACATION, PAYROLL TAXES, MISC DEDUCTIONS|1353213|539431
82361|LOCAL REBATES|143476|539431
82362|FAIR SHARE REBATES|14829|539431
82363|SCHOLARSHIP FUND|11719|539431
82364|POLITICAL EDUCATION FUND|38239|539431
82365|OPAC|67228|539431
82366|LOCAL CENTRAL LEDGER|592435|539431
82367|BENEFITS INSURANCE|128833|539431
82368|ACCRUED INCOME TAX PAYABLE|108000|539431
82369|STAFF FLEX|33706|539431
82370|FICA WITHHELD TAXES|1888|539564
82371|FEDERAL WITHHELD TAXES|1434|539564
82372|MEDICARE WITHHELD |179|539564
82373|STATE WITHHOLDINGS|1376|539564
82374|EPEC|93|539564
82375|ACCRUED TAXES|541|539568
82376|JATC BOOK SALES|1047|539568
82377|PAYROLL TAX LIABILITIES|2705|539580
82378|N/A|0|539687
82380|WITHHOLDING PAYROLL TAXES PAYABLE|826|539754
82381|Per capita tax due LIUNA |27480|539767
82382|Per capita due Mason Tenders District|1610|539767
82383|PAYROLL TAXES WITHHELD AND ACCRUED|3758|539769
82384|OTHER PAYABLES|4104|539769
82385|banked time off|13260|539773
82386|NOT APPLICABLE-NO OTHER LIABILITIES|0|539833
82387|Payroll withholdings|976|539856
82388|n/a|0|539865
82389|Office Credit Card Payable|4467|539950
82390|Payroll Taxes Due|5047|539950
82391|Payroll withholding payble|1108|539967
82392|Accrued Payroll Taxes|2413|540091
82393|payroll withholdings|3482|540093
82394|Unremitted Payroll Taxes|3533|540100
82395|Accrued Expenses|1281919|540101
82396|PAYROLL TAXES PAYABLE|585|540112
82397|Retirement Savings (401k, etc)|244|540149
82398|Muscular Dystrophy Association|1286|540180
82399|PAYROLL WITHHOLDINGS|3100|540184
82400|ACCRUED PENSION COST - TWU LOCAL 234 PENSION PLAN |299108|540184
82401|Escrow - Park Fund|183|540226
82405|Payroll taxes|1482|540321
82406|Unemployment Taxes (State)|58|540351
82407|Workers Compensation Taxes |205|540351
82408|2013 PROPERTY TAX (PURCHASE CREDIT)|8438|540371
82412|STATE TAXES FORWARDED|7|540387
82413|CITY TAXES FORWARDED|8|540387
82414|UNEMPLOYMENT TAXES, FEDERAL|153|540387
82415|UNEMPLOYMENT TAXES, STATE|530|540387
82416|FURNACE REPAIRS|1999|540387
82417|SNOW REMOVAL|120|540387
82418|UTILITIES|1826|540387
82419|BUILDING SECURITY|156|540387
82420|INTERNET|30|540387
82421|OFFICE SUPPLIES|216|540387
82422|TELEPHONE|228|540387
82423|PER CAPITA TAXES|12522|540387
82424|PAYROLL LIABILITIES|22395|540505
82425|Contributions to be forwarded|941|540520
82426|Withheld 401k contributions|2254|540520
82427|PAYROLL TAXES|3020|540547
82428|Accrued payroll taxes|4465|540551
82429|Accrued vacation expense|11525|540551
82430|Accrued salaries expense|1183|540551
82431|Other accrued expense|1205|540551
82432|ACCRUED VACATION AND SEVERANCE PAYROLL|162155|540552
82433|ACCRUED REAL ESTATE, TANGIBLE TAXES AN FUTA TAX|14834|540552
82434|POST RETIREMENT HEALTH BENEFITS PAYABLE|4547527|540552
82435|ACCRUED PAYROLL|40037|540552
82436|UN REMITTED TAXES|4523|540592
82437|UN REMITTED UNION DUES|2245|540592
82438|PAYROLL TAXES PAYABLE|3300|540633
82439|DUE TO MARKET RECOVERY|20147|540633
82440|ACCOMMODATIONS/EMPLOYEE SAVINGS|686|540633
82441|None|0|540652
82442|Federal/FICA Withholding|3281|540681
82443|State Withholding|1141|540681
82444|Local Withholding|1952|540681
82445|Residence Withholding|50|540681
82446|Federal Unemployment|2|540681
82447|State Unemployment|13|540681
82448|Federal & State Payroll Withholding Taxes|1748|540746
82449|Federal & State Direct Taxes|1133|540746
82450|PER CAPITA PAYABLE|175851|540754
82452|UNREMITTED PAYROLL TAXES AND RELATED WITHHOLDINGS|17193|540869
82453|Payroll Taxes|462|540892
82454|Payroll Taxes Payable|456|540906
82462|ACCRUED SEVERANCE BENEFITS |19500|540958
82463|EXCHANGES PAYABLE|5144|540958
82464|DEFERRED REVENUE|123|540958
82465|WITHHELD BENEFITS|256|540962
82466|STATE OF MI W/H-4TH QTR 2013|488|540965
82467|NAT'L INTEGRATED GROUP PENSION PLAN|480|540965
82468|STATE OF MI FOR MESC-4TH QTR 2013|80|540965
82469|National, state, local dues received and not |14481|540978
82470|disbured account Divisions not reported|0|540978
82471|PAYROLL TAXES|586|540988
82472|Payroll Withholdings|2454|541019
82473|ACCRUED 401K AND PAYROLL WITHHOLDINGS|7265|541024
82474|Other Liabilities|47|541026
82475|NONE|0|541057
82476|Payroll Withholdings|147|541065
82477|PER CAPITA TAXES DUE TO INTERNATIONAL UNION|49154|541069
82478|PAYROLL TAXES STATE OF ALABAMA|2090|541069
82479|payroll taxes payable|1583|541071
82480|Payroll Liabilities|5805|541080
82481|Payroll taxes and withholdings payable|741|541081
82482|401k Withheld|433|541094
82483|WITHHELD BENEFITS|2134|541096
82484|Withheld Payroll Liabilities|4711|541178
82485|PAYROLL TAXES WITHHELD NOT REMITTED AT YEAR END|1111|541182
82486|OTHER WITHHOLDINGS NOT REMITTED AT YEAR END|4612|541182
82487|ON BEHALF OF AFFILIATES|1426|541185
82488|EMPLOYEE WITHHOLDINGS|2223|541185
82489|ACCRUED PAYROLL WITHHOLDINGS|2602|541218
82490|Payroll Liabilities|5835|541226
82491|ACCRUED PAYROLL WITHHOLDINGS|65|541230
82492|ACCRUED VACATION PAYABLE|233291|541232
82493|FEDERAL TAXES PD & FWDED|2668|541245
82494|FEDERAL UNEMPLOYMENT TAX (FUTA)|229|541245
82495|STATE UNEMPLOYMENT TAXES|243|541245
82496|CITY INCOME TAX FWDED|44|541245
82497|STATE TAXES (LOCAL,SCHOOL)|287|541245
82498|NJ STATE TAXES FWDED|439|541245
82499|PA STATE TAXES FWDED|394|541245
82500|PAYROLL WITHHOLDINGS|5032|541258
82501|State of MI witholding from Dec 2013|54|541259
82502|PAYROLL WITHHOLDINGS|7250|541268
82503|CONTRACTOR BOND ACCOUNTS|22000|541268
82504|ACCRUED PAYROLL|22729|541284
82505|PAYROLL WITHHOLDING LIABILITIES|4428|541286
82506|PAYROLL AND OTHER EXCHANGES|2751|541361
82507|n/a|0|541363
82508|Credit Card Payable|41|541365
82509|Payroll Liabilities|2823|541365
82510|Due to ILA-NY|447|541365
82511|Security Deposit Liability|6000|541372
82512|Accrued Payroll Taxes|3637|541372
82513|PAYROLL TAXES AND AMOUNTS WITHHELD|719|541400
82514|ACCRUED PAYROLL|3164|541400
82517|Payroll Taxes Payable|5725|541464
82518|N/A|0|541494
82519|Payroll Liabilities|479|541508
82520|PAYROLL WITHHOLDINGS PAYABLE|1627|541510
82521|Acrued Payroll With holdings|6261|541511
82522|Death Benefit Fund|54996|541511
82523|Political Action Committee|10553|541511
82524|Accrued compensated absences |86813|541515
82525|Deferred revenue|19085|541515
82527|Payroll withholdings|7205|541566
82528|State Withholding|247|541571
82529|Mesc & Futa|315|541571
82530|Fica & Meca|987|541571
82531|Federal Tax|464|541571
82532|Property Tax|3588|541571
82538|UNREMITTED TAXES|3223|541600
82539|UNREMITTED DUES|376|541600
82540|PAYROLL TAXES AND WITHHOLDINGS PAYABLE|10237|541603
82541|PAYROLL LIABILITIES|482|541611
82542|ACCRUED EXPENSES AND PAYROLL TAXES WITHHELD|2761|541653
82543|UNEARNED DUES|258|541653
82544|PAYABLE TO RELATED ENTITY|340|541656
82545|WITHHELD PAYROLL TAXES AND DEDUCTIONS|3204|541656
82546|ACCRUED PENSION|11595403|541680
82547|ACCRUED POST RETIREMENT|3606903|541680
82548|ALLOWANCE FOR DOUBTFUL ACCOUNTS|82908|541680
82549|ACCRUED PAYROLL|133076|541680
82550|SECTION 125 PLAN|79126|541680
82551|DEFERRED PROFESSIONAL CONFERENCE REVENUE|100800|541680
82552|ACCRUED 401K|3241|541680
82553|ACCRUED PAYROLL TAX LIABILITIES|5347|541680
82554|ACCRUED VACATION|503051|541680
82555|TEACHER SUPPORT PROGRAM|2037|541680
82556|ACCRUED TRA|1114|541680
82557|EDUCATION MINNESOTA RETIRED FUND|305468|541680
82558|PAYROLL WITHHOLDINGS|5467|541680
82561|ILLINOIS DEPT OF REVENUE|809|541684
82562|IL DEPT OF EMPLOYMENT SECURITY|1062|541684
82563|U S TREASURY|70|541684
82565|Kentucky State Treasurer|5983|541686
82566|KY State Unemployment Taxes|1433|541686
82567|Federal Unemployment Taxes|6121|541686
82568|Indiana Department of Revenue|1315|541686
82569|Louisville Jefferson County|2467|541686
82570|Employee payroll deductions payable|9974|541687
82571|POLITICAL ACTION FUND|71417|541688
82572|TRANSIT FUNDS (SF)|1820|541688
82573|PAYROLL TAXEX WITHHELD|612|541688
82574|International Union Per Capita|25830|541691
82575|State Tax |265|541691
82580|None|0|541734
82581|Settlement on behalf of Local 444|4169|541763
82582|Payroll Taxes Withheld|896|541792
82583|PAYROLL EXCHANGES|8386|541795
82584|WORK RECOVERY PAYABLE|251090|541795
82585|DUES COLLECTED FOR NATIONAL UNION|16487|541819
82586|PAYROLL WITHHOLDINGS|16279|541819
82587| FEDERAL TAX |1118|541825
82588|SOCIAL SECURITY|767|541825
82589|MEDICARE|261|541825
82590|FEDERAL UNEMPLOYMENT|477|541825
82591|MARYLAND STATE TAX|743|541825
82592|MARYLAND UNEMPLOYMENT TAX|196|541825
82593|PENNSYLVANIA STATE TAX|154|541825
82594|WEST VIRGINIA STATE TAX|93|541825
82595|FRANKLIN COUNTY TAX|176|541825
82596|941 taxes |236|541826
82597|State income tax|10|541826
82598|940 Federal unemployment taxes|31|541826
82599|Federal Income Tax|3551|541827
82600|State Income Tax |3651|541827
82601|FICA Employer|2125|541827
82602|FICA Employee|2125|541827
82603|City Income Tax|611|541827
82604|Umemployment|111|541827
82605|N/A|0|541828
82606|Payroll taxes payable|545|541878
82607|CREDIT CARD PAYABLE|252|541900
82608|Payroll Taxes and Deductions|3072|541924
82609|Payroll taxes and withholdings payable|643|541956
82611|OTHER EMPLOYEE WITHHOLDINGS|36|541957
82610|PAYROLL TAXES WITHHELD|5735|541957
82612|Payroll taxes|1371|541987
82614|PAYROLL EXCHANGES PAYABLE|8003|542024
82615|TENANTS SECURITY DEPOSITS|162496|542024
82616|PREPAID RENT|40506|542024
82617|Payroll liabilities|626|542066
82618|Due to Affiliates|3214|542082
82619|Charelston User Fee|78|542082
82620|LPL Payable|40|542082
82621|WV Laborers Payable (PAC)|12|542082
82622|Union Dues Payable|520|542082
82623|Payroll Liabilities|1726|542082
82624|OTHER ACCRUED EXPENSES|7665|542090
82625|DEFERRED MEMBER DUES|5754|542090
82626|ACCRUED SALARIES|2892|542090
82627|Withheld payroll deductions|2148|542094
82628|Payroll Tax Liabilities|866|542096
82629|REFUNDABLE DEPOSITS|6281|542098
82630|UNREMITTED DUES|1389|542103
82631|UNREMITTED TAXES|1503|542103
82634|PAYROLL WITHHLDS NOT REMITTED @ Y/E|4569|542192
82635|SECURITY DEPOSIT PAYABLE|1000|542192
82636|UNREMITTED BACK DUES|26559|542194
82637|UNREMITTED DUES|943|542194
82638|UNREMITTED STATE TAX & OTHER DED|6637|542194
82644|PAYROLL TAXES PAYABLE|971|542222
82645|EMPLOYEE WITHHOLDINGS|2817|542223
82646|DEPARTMENT OF TREASURY - 941 4TH QUARTER TAX 2013|1183|542224
